    -1.433    -0.378    -0.921
    -0.608     0.891    -0.359
     0.005     0.153     0.005
     1.544     0.877     0.639
     0.034    -1.630    -0.002
     1.363     0.553     0.833
    -1.386    -0.475    -0.874
     0.370    -0.467     0.323
    -1.617     1.553    -0.018
    -1.179     0.869    -0.596
    -0.725    -1.532    -0.026
     1.088     1.586    -0.013
     1.184     0.175     0.912
     0.720     0.126     0.654
     0.114    -1.688    -0.013
     0.711     0.136     0.646
     1.826    -1.930    -0.340
    -1.417     1.375    -0.193
    -1.825     0.477    -0.860
    -0.398    -0.394    -0.358
    -1.162     0.620    -0.747
    -0.435    -1.001    -0.227
     0.286    -1.266     0.085
     0.008     0.903     0.005
    -0.669    -1.888     0.193
    -1.580     1.191    -0.371
     0.307    -1.494     0.023
    -0.239     0.368    -0.221
    -1.385    -0.248    -0.953
     0.238    -1.206     0.084
    -0.099    -1.740     0.017
     1.835     0.230     0.940
    -1.673    -1.910     0.331
    -0.018     0.295    -0.017
     1.106    -1.248     0.284
    -0.945    -0.737    -0.600
    -0.025     0.485    -0.022
    -1.794     1.107    -0.436
    -1.043     0.584    -0.721
     1.039     0.516     0.750
     0.743    -1.223     0.231
    -0.732    -0.132    -0.663
    -1.117    -1.502    -0.062
     1.649    -1.455     0.115
     0.903    -1.800    -0.178
    -1.882     1.201    -0.344
     0.712    -0.535     0.562
    -0.436     0.868    -0.273
     1.117    -1.011     0.477
    -0.121    -0.427    -0.110
     1.598     1.050     0.498
    -0.557     0.115    -0.525
     1.663     1.934    -0.354
     1.266     0.033     0.953
    -1.374    -1.710     0.136
     0.880     0.532     0.664
     1.298    -0.746     0.707
     0.531    -1.872    -0.150
    -1.651    -1.300    -0.267
    -1.404     1.796     0.220
    -1.953    -1.232    -0.309
    -0.362    -1.870     0.104
    -1.319    -0.526    -0.838
    -1.279     1.905     0.314
    -0.497    -1.259    -0.146
     1.050    -0.964     0.494
     0.970     1.941    -0.298
    -0.377    -1.650     0.029
     1.810    -1.464     0.103
    -0.119    -0.695    -0.091
    -0.767     0.914    -0.423
     0.474     1.550     0.010
     1.585     1.173     0.387
    -1.205     1.140    -0.390
    -0.289    -1.675     0.030
     0.397    -0.397     0.357
     1.684     0.660     0.785
    -0.788    -0.161    -0.700
     0.100    -0.909     0.061
    -1.192     1.491    -0.074
    -0.456     1.014    -0.233
    -0.872     0.905    -0.473
     1.341     0.984     0.539
    -0.799    -0.549    -0.611
     0.198     0.014     0.197
     0.932     1.472     0.079
     1.378    -0.048     0.980
    -0.558     1.778     0.109
    -1.822     0.328    -0.917
     0.578     0.529     0.472
     1.469     0.646     0.794
     1.120    -0.958     0.517
     1.479     1.541     0.029
     0.474     1.368     0.092
    -0.440    -0.540    -0.366
     1.393     1.905    -0.323
    -1.690    -1.578     0.007
    -1.250    -1.517    -0.051
     1.679     1.726    -0.154
     0.182     1.895    -0.058
    -1.174     1.798     0.207
     1.209    -1.613    -0.039
    -1.845     1.924     0.333
    -0.691    -0.972    -0.360
     0.196    -1.385     0.036
    -1.776    -0.328    -0.927
    -1.156    -0.523    -0.793
     0.465    -0.394     0.414
     0.757     0.846     0.455
     0.693     0.279     0.614
    -1.848    -1.415    -0.149
    -0.345     1.736     0.056
     0.317     0.700     0.239
    -1.592    -0.058    -0.998
    -1.855    -1.992     0.392
    -0.616    -1.344    -0.130
     0.237     1.735    -0.038
     1.651     0.614     0.815
    -0.791     0.392    -0.657
     1.503    -0.772     0.715
    -1.706     0.395    -0.915
    -0.818     1.562    -0.006
    -1.227     1.840     0.250
     0.560     1.915    -0.179
    -1.922    -1.588     0.016
    -1.598     0.898    -0.623
     0.568     0.934     0.320
     1.240    -0.751     0.691
     0.582    -0.099     0.547
    -1.964     0.044    -0.923
    -1.175    -0.165    -0.910
     0.581    -1.959    -0.208
     0.840    -0.539     0.639
    -0.050    -1.517    -0.003
     1.016     0.323     0.806
     1.134     1.353     0.195
    -1.473     0.373    -0.927
    -1.467    -0.056    -0.993
     1.096    -1.850    -0.245
    -0.973     0.048    -0.825
     0.191    -1.288     0.053
    -1.999     1.994     0.373
    -0.939    -0.152    -0.798
     1.657    -0.560     0.844
     0.408     1.552     0.007
     0.023    -1.623    -0.001
     1.452     0.245     0.963
    -1.308    -1.601     0.029
    -1.879     1.552    -0.018
    -1.326    -0.028    -0.970
    -1.964     1.629     0.053
     0.876     1.827    -0.195
    -1.665     0.881    -0.634
     1.646     1.802    -0.228
     0.637    -0.155     0.588
     0.768     0.460     0.623
     1.406     0.435     0.895
     0.384    -1.049     0.187
    -0.192     1.973     0.075
     0.051    -0.116     0.050
     1.695    -0.328     0.940
    -1.604    -0.529    -0.863
    -0.783     0.982    -0.392
    -0.303    -0.311    -0.284
     0.626    -1.690    -0.070
    -0.873     0.752    -0.560
    -0.761     0.345    -0.649
    -0.059    -0.082    -0.059
     0.490    -1.172     0.183
    -1.439    -0.303    -0.946
     0.509     0.310     0.464
     1.832     0.104     0.961
    -0.914     1.750     0.141
    -1.348    -1.192    -0.360
     1.315     1.011     0.514
     1.399     0.501     0.864
     0.686    -1.621    -0.032
    -1.959    -0.607    -0.760
    -1.280     0.098    -0.953
     1.898    -0.992     0.518
     0.967    -0.514     0.717
    -1.277    -1.516    -0.053
    -1.845     1.248    -0.305
     1.742     0.398     0.908
    -1.317     1.398    -0.167
     0.769    -1.405     0.115
     1.172    -0.589     0.766
     0.025    -0.512     0.022
    -0.797    -1.329    -0.171
    -1.925    -1.871     0.277
    -1.846    -1.302    -0.256
     1.859     1.298     0.259
    -1.028     0.507    -0.748
    -0.682    -0.090    -0.628
    -1.170     0.119    -0.914
    -0.899    -1.034    -0.400
     1.422     1.828    -0.251
    -0.754     1.942     0.248
     1.445    -0.603     0.817
    -1.768     1.846     0.267
    -0.195     0.260    -0.187
     1.197    -1.527     0.041
     0.163     0.866     0.105
     0.569    -1.972    -0.211
    -0.458    -0.607    -0.363
    -1.476     0.789    -0.702
     0.394     0.787     0.271
     1.109     0.394     0.826
    -0.766    -1.594     0.016
     1.419     0.837     0.662
    -0.026    -1.503    -0.002
     0.182    -0.684     0.140
     0.455     0.563     0.371
     1.243     1.617    -0.044
     1.558     1.984    -0.402
    -0.432    -0.816    -0.287
     1.742    -0.958     0.567
    -1.154    -1.261    -0.279
    -0.892    -0.582    -0.651
     1.178    -0.095     0.920
    -0.263     1.033    -0.133
    -0.023     1.405    -0.004
     0.053     1.221     0.018
     1.961     0.696     0.710
     0.299     0.243     0.286
     1.458     1.417     0.152
     0.955    -0.064     0.815
     1.172    -0.532     0.794
    -0.978     0.640    -0.665
     1.129     0.812     0.622
     0.035    -1.120     0.015
    -1.061     0.662    -0.688
     0.530     0.396     0.467
     1.995     0.051     0.910
     1.343     1.511     0.058
     0.155    -0.355     0.145
    -1.224     0.728    -0.702
    -0.394    -1.600     0.011
    -0.801     1.890     0.225
    -0.310     1.312    -0.078
     0.079    -0.009     0.079
     1.736    -0.507     0.863
     0.318    -0.093     0.311
    -1.698     0.293    -0.950
     0.247     1.998    -0.101
    -1.839     0.304    -0.920
     0.063     0.862     0.041
     0.581    -1.580    -0.005
     0.837     1.815    -0.180
     1.782     0.569     0.824
    -0.317     0.560    -0.264
    -1.578    -0.450    -0.900
    -1.642    -1.022    -0.521
    -0.069     1.283    -0.020
    -1.332     0.109    -0.966
    -1.572    -0.346    -0.941
     0.384     0.796     0.262
    -1.126     0.800    -0.629
     1.283    -0.287     0.920
    -1.245    -1.164    -0.375
     1.353    -1.795    -0.217
     0.252    -0.397     0.230
     1.974     0.627     0.745
    -0.949    -1.246    -0.259
     1.436    -0.079     0.988
    -0.827    -0.120    -0.731
    -0.338     0.276    -0.319
     1.363    -1.005     0.524
    -0.989     0.046    -0.835
     1.161    -0.795     0.642
    -1.247    -1.439    -0.125
    -1.717     1.586     0.015
     1.695     1.736    -0.164
     1.639    -1.297     0.270
    -1.524     0.765    -0.721
    -0.064     0.503    -0.056
     1.412    -1.180     0.376
     1.636     0.711     0.756
     1.898    -1.370     0.189
    -0.994     0.238    -0.815
     0.556     0.289     0.506
    -0.786    -1.260    -0.216
    -1.675     0.498    -0.874
    -1.602    -1.062    -0.487
     1.372    -1.079     0.463
     1.702    -0.539     0.851
     0.288    -0.135     0.282
    -0.840     1.437    -0.099
     0.700    -1.829    -0.164
     1.735     0.178     0.971
    -0.123     1.825     0.031
    -0.972    -1.147    -0.339
     1.333     1.294     0.266
    -1.082     1.993     0.361
    -0.215    -0.044    -0.213
     0.934     1.963    -0.307
     0.345    -1.862    -0.097
     1.646    -1.012     0.528
    -1.067     1.179    -0.335
     1.717     0.674     0.773
     1.423     1.190     0.367
    -0.370    -1.855     0.101
     0.056    -1.497     0.004
    -1.440     0.146    -0.981
    -0.959    -0.466    -0.731
    -0.395     1.048    -0.192
     0.727    -0.623     0.540
     1.971    -1.933    -0.326
    -0.879    -0.754    -0.561
    -1.798     1.056    -0.480
     0.554    -0.371     0.491
     1.310    -1.308     0.251
     0.039    -1.164     0.016
     0.639     0.498     0.524
    -1.348     1.332    -0.231
     0.228    -1.111     0.100
    -1.812    -1.430    -0.136
     0.613    -1.403     0.096
     0.472     0.408     0.417
     0.350     0.864     0.223
    -0.697    -0.939    -0.379
    -0.021     0.656    -0.016
     1.375    -1.335     0.229
     0.248     0.479     0.218
     1.716     0.850     0.653
     1.609     0.055     0.998
     1.768    -1.481     0.087
    -0.561     0.092    -0.529
     0.464    -1.496     0.034
     1.568    -0.556     0.849
    -0.543    -0.724    -0.387
     1.933     0.186     0.919
     0.409     1.897    -0.128
     1.542     1.430     0.141
    -1.892    -0.885    -0.601
    -0.592     0.907    -0.344
    -1.477    -1.566    -0.005
     0.298     0.926     0.177
     1.429    -1.754    -0.180
     0.140     1.987    -0.056
    -0.699    -1.397    -0.111
    -0.110    -1.194    -0.040
     1.567    -1.407     0.163
    -0.859    -0.424    -0.690
    -0.924     0.410    -0.732
     1.248     0.688     0.733
     1.124    -0.950     0.525
    -1.336    -0.471    -0.867
    -1.746     0.194    -0.966
     0.237    -1.101     0.106
    -0.671     1.216    -0.216
     1.767     1.137     0.412
     1.385     0.632     0.793
    -1.024     1.774     0.172
    -1.759     1.385    -0.182
     1.731    -0.600     0.815
     1.229    -1.657    -0.081
     0.371    -0.439     0.328
    -0.740    -0.435    -0.611
     1.617     0.410     0.916
     0.161    -0.146     0.158
     1.936    -0.707     0.710
    -0.309    -0.628    -0.246
    -0.878    -0.359    -0.720
     1.880    -0.812     0.655
    -0.805     1.783     0.152
     1.528     0.780     0.710
    -0.283     0.330    -0.264
    -0.979     1.472    -0.081
     0.282     0.406     0.255
     1.417     0.758     0.718
    -0.621    -1.653     0.048
     1.618     0.031     0.998
     0.826     0.567     0.620
    -0.246    -0.989    -0.134
     1.835    -0.822     0.657
     1.092    -0.538     0.762
    -1.301     1.142    -0.401
     1.926     0.874     0.602
     1.542    -0.588     0.831
    -1.393    -0.616    -0.803
    -1.521     1.101    -0.452
     1.383     0.554     0.835
     1.261     1.288     0.266
    -0.854     1.612     0.031
    -1.080    -0.958    -0.507
     0.926     1.285     0.225
     0.013     0.389     0.012
     1.089    -0.036     0.886
     1.498     1.445     0.125
    -1.663     0.643    -0.797
     1.973     0.631     0.743
     0.641    -0.672     0.468
     1.192     0.843     0.618
     0.427     1.031     0.213
    -1.358     1.302    -0.260
     0.704     1.901    -0.210
     0.035     1.368     0.007
     1.065    -0.075     0.872
     1.903    -0.489     0.835
    -1.225     1.429    -0.133
    -0.463    -0.588    -0.372
    -0.927     0.214    -0.781
     1.016    -1.598    -0.023
    -0.299    -0.134    -0.292
     0.810     0.830     0.489
     0.714    -1.570     0.001
    -0.280     1.315    -0.070
    -1.507    -0.830    -0.673
    -1.791     0.526    -0.844
    -0.841     0.736    -0.552
    -1.771    -1.015    -0.517
     0.224     1.819    -0.055
     0.149     1.422     0.022
    -0.518    -1.085    -0.231
     1.987    -0.655     0.726
     1.858    -1.645    -0.071
     1.036    -0.039     0.860
     1.992    -1.306     0.239
    -1.247    -1.998     0.393
     0.654    -0.968     0.345
     1.490     0.450     0.897
     0.115     1.099     0.052
     1.522    -1.769    -0.197
     0.908     0.694     0.606
     0.873    -1.626    -0.043
    -0.163     1.746     0.028
    -0.229    -0.599    -0.188
     1.311     0.621     0.786
    -0.134    -0.507    -0.117
     0.527    -0.999     0.272
     0.808     1.466     0.075
    -0.373    -1.909     0.121
     1.515    -0.690     0.770
    -0.897     0.460    -0.700
    -0.828     0.881    -0.468
     1.436     1.818    -0.242
     1.937     0.263     0.901
    -1.211     0.115    -0.930
     0.496    -1.434     0.065
     0.601    -1.676    -0.060
     1.016    -1.615    -0.038
    -0.946     0.114    -0.806
     0.755     0.989     0.377
     1.521     1.995    -0.411
     1.153     0.770     0.656
    -0.475    -1.362    -0.095
     0.384    -1.609    -0.014
    -1.436     0.115    -0.984
    -1.670    -0.796    -0.696
     0.084    -0.165     0.083
     1.972     1.903    -0.301
    -0.750    -1.195    -0.250
     0.532     1.272     0.149
    -1.572    -1.847     0.273
     1.746     0.916     0.600
     0.730     1.129     0.285
     1.114    -1.951    -0.333
     0.182     0.972     0.102
     0.590     1.585    -0.008
     1.036    -0.428     0.783
    -0.905     1.908     0.260
    -0.953     0.677    -0.635
     1.435    -1.740    -0.167
     1.767     0.844     0.652
     1.134     1.197     0.331
     1.720     0.082     0.986
    -1.974    -0.699    -0.704
     1.944    -1.743    -0.159
     0.741     0.007     0.675
     1.638    -1.086     0.465
     0.455    -0.361     0.412
     1.186    -0.738     0.686
    -0.038    -1.160    -0.015
    -0.075     0.632    -0.061
     0.612    -1.932    -0.203
    -1.510     1.480    -0.091
     0.697     0.626     0.520
     0.495    -1.267     0.142
    -0.191     0.707    -0.144
    -1.340     1.697     0.123
    -0.926    -0.850    -0.527
     0.892    -1.583    -0.010
    -1.829    -1.628     0.055
    -0.726     1.217    -0.230
     1.646    -1.978    -0.395
    -1.357     0.019    -0.977
     0.682     1.800    -0.143
    -0.349    -1.323    -0.084
     0.519    -1.023     0.259
    -0.017    -0.117    -0.017
    -0.644     0.961    -0.344
    -1.955     0.819    -0.633
    -1.057     0.277    -0.838
     0.230     1.958    -0.086
     0.395    -0.775     0.275
     0.036    -0.827     0.025
     1.958    -1.368     0.186
     0.624    -0.003     0.584
     0.600    -0.013     0.565
    -0.050     1.301    -0.013
     1.511    -1.521     0.050
    -0.441    -1.795     0.095
    -1.294     0.789    -0.678
    -0.251     1.429    -0.035
    -0.453     1.774     0.088
    -1.635     1.631     0.060
    -1.802    -0.482    -0.863
     1.346     0.908     0.600
     1.153    -1.338     0.211
     0.752     1.454     0.080
    -1.312     0.410    -0.887
     1.177     1.213     0.323
     0.883    -1.594    -0.018
    -1.016    -1.538    -0.028
    -0.019     1.984     0.007
    -0.844    -0.383    -0.693
    -1.892    -1.311    -0.244
    -0.640    -1.798     0.135
    -0.810     1.332    -0.171
    -0.829     1.167    -0.289
    -1.658     1.817     0.243
    -0.886    -1.510    -0.047
    -1.766     1.174    -0.379
     0.601     1.371     0.112
    -0.520    -0.323    -0.471
     0.167     1.980    -0.066
    -1.314    -0.914    -0.590
    -0.489     0.465    -0.420
    -0.140     1.177    -0.054
     1.151    -1.395     0.160
     1.025    -0.771     0.613
    -0.849     1.422    -0.112
    -1.014    -1.281    -0.243
     1.454    -0.375     0.924
    -0.438     0.808    -0.293
    -1.064    -0.966    -0.497
     0.979    -0.314     0.789
     0.110     0.720     0.083
    -0.177    -0.051    -0.176
     1.449    -1.590    -0.019
    -1.938    -1.982     0.373
    -0.121    -0.306    -0.115
     0.758     1.856    -0.194
    -1.373     0.008    -0.981
    -1.636    -0.568    -0.841
    -1.956     1.137    -0.389
    -0.472    -1.289    -0.126
    -1.428    -0.833    -0.666
     1.958     0.080     0.923
     1.967    -0.506     0.807
     0.984    -0.242     0.809
     1.736    -0.729     0.736
     0.105    -1.359     0.022
    -1.313     1.297    -0.261
    -1.164    -0.399    -0.846
     1.970     0.068     0.919
    -0.661     0.192    -0.602
    -1.396     1.777     0.202
     0.951     1.656    -0.069
    -1.107    -0.577    -0.750
    -0.331    -0.934    -0.193
     0.075     0.343     0.071
    -0.376     0.763    -0.266
     1.437     1.753    -0.179
    -1.419     1.241    -0.320
    -0.330    -0.832    -0.218
     1.172     0.845     0.612
    -0.709     1.988     0.264
    -0.762    -1.890     0.217
     1.441     0.864     0.644
     1.108    -0.651     0.712
     1.161    -1.950    -0.339
     0.106    -1.223     0.036
     1.861    -0.759     0.695
     1.164    -0.675     0.717
     1.062    -1.492     0.069
    -1.861     1.648     0.074
    -0.594     0.970    -0.316
    -1.603    -0.296    -0.956
    -1.314    -0.766    -0.697
     1.308     0.338     0.911
    -1.577    -0.293    -0.957
     1.261    -0.471     0.849
     0.184     0.110     0.181
     0.792    -0.333     0.673
     0.113    -0.661     0.089
    -1.108    -1.341    -0.203
     0.151    -1.626    -0.008
    -0.045    -1.641     0.003
     1.060    -1.045     0.438
     1.265    -0.732     0.710
     1.818    -0.439     0.877
    -0.361     1.694     0.044
     1.326     1.916    -0.328
    -0.332    -1.446    -0.040
    -1.458    -1.405    -0.164
    -0.243     0.714    -0.182
     1.240    -0.904     0.585
    -1.720    -0.364    -0.924
     1.379    -1.069     0.472
    -1.794     1.278    -0.281
     0.378     1.303     0.098
    -1.232    -1.326    -0.229
     1.389     0.617     0.802
    -1.260    -1.615     0.042
     1.359     0.093     0.973
    -1.622     1.561    -0.010
     0.392    -0.516     0.332
     0.843     0.760     0.541
     1.967     0.380     0.857
     1.723     1.602    -0.031
    -0.578    -1.285    -0.154
     0.582    -0.563     0.465
     1.524     1.469     0.102
     1.336     0.732     0.723
    -1.845     0.940    -0.568
    -0.776     1.004    -0.376
    -1.225     0.875    -0.603
    -0.829    -1.308    -0.191
    -1.556     1.844     0.270
    -1.076     0.550    -0.750
     0.112     1.257     0.035
    -0.863    -1.223    -0.259
    -0.327     1.667     0.031
     0.688    -1.530     0.026
     1.133     0.952     0.525
    -1.800    -0.046    -0.973
     0.695     0.304     0.611
    -0.328     1.735     0.053
    -1.920    -1.403    -0.157
     1.083    -0.630     0.714
     1.161     1.535     0.033
     0.370     1.111     0.160
     1.737     1.041     0.499
     1.307     1.103     0.436
    -0.568    -0.353    -0.505
     1.256     1.696    -0.119
    -0.779     1.616     0.031
     0.267    -0.321     0.250
    -1.143     0.907    -0.560
    -0.249    -0.305    -0.235
    -0.638     1.101    -0.270
    -0.181    -0.084    -0.180
     0.976    -0.846     0.549
     0.686     0.194     0.622
     1.662     1.910    -0.331
     1.869    -0.915     0.583
    -1.889    -0.349    -0.893
     1.913    -1.593    -0.021
    -1.777    -1.327    -0.236
    -1.157    -0.732    -0.681
     0.050     0.119     0.050
     0.556    -1.838    -0.139
     0.707     0.306     0.619
    -0.672     1.891     0.196
    -1.651     0.856    -0.654
     0.308     1.912    -0.101
     1.845    -0.279     0.926
    -0.605     0.579    -0.476
     0.343     0.506     0.294
     1.628     0.340     0.941
     0.634     0.941     0.349
     1.755     1.746    -0.171
     0.815     1.173     0.282
     0.706    -1.778    -0.133
     0.151     0.750     0.110
    -1.003     0.175    -0.830
     1.601     1.379     0.190
     0.831     1.739    -0.123
     1.520     1.018     0.525
    -0.624    -1.254    -0.182
     1.011    -0.634     0.683
    -0.498     0.974    -0.268
    -0.656    -0.677    -0.475
    -1.607     0.414    -0.915
    -1.266    -0.708    -0.725
     0.906     0.796     0.550
